Tsys	OutW	OutK	In1	In2	In3	In4	In5
131745.746517	-4.98245075005	1.65669554178	-62.5	5099.87966583	26.2643097483	26.3122620096	2.07912469292E-4
135345.55097	-4.88036975408	1.65675788186	-62.5	5100.35977224	27.1848646995	27.1945501651	7.12666551041E-5
151544.547414	-4.88177607867	1.6567824254	-62.5	5100.55940355	27.5333253414	27.5484567087	7.53321777077E-6
155144.396956	-4.88536174613	1.6567839076	-62.5	5100.5790365	27.5638209508	27.58806542	6.76131720972E-6
158744.241338	-4.88419655938	1.65678632944	-62.5	5100.58984375	27.595199977	27.6006133722	-7.7064034273E-14
162344.064592	-4.79202234359	1.65685851597	-62.5	5100.91603964	28.9292565203	29.0113869964	3.12745200782E-4
165944.00106	-5.11532873429	1.65698989554	-62.5	5101.95118783	31.2233910208	31.2675590168	2.29909207555E-4
169543.792941	-4.95926773816	1.65704251358	-62.5	5102.42700902	32.1417719783	32.1472924652	6.88322257154E-5
185803.050031	-4.76681153356	1.65706192905	-62.5	5102.61865046	32.4797543347	32.4816044402	3.53275213523E-7
189402.878796	-4.7525327953	1.65706603259	-62.5	5102.64697316	32.5388305619	32.5660633641	-3.21390742067E-13
193002.699783	-4.73766026658	1.65706834703	-62.5	5102.66015625	32.5721327145	32.5773393745	-2.02409097888E-13
196602.560299	-4.82481214726	1.65716356126	-62.5	5103.04694222	34.0564343424	34.1281011181	3.12443371839E-4
200202.43058	-4.938393178	1.65730537766	-62.5	5104.01972603	36.1545677893	36.193200271	1.55467836585E-4
203802.31102	-5.11941437304	1.65735943425	-62.5	5104.43806767	36.9664216157	36.9867373449	6.59972262832E-5
220001.300192	-5.19979055369	1.65737350479	-62.5	5104.57104284	37.2018248812	37.2010841328	2.30527966446E-5
223601.1071	-5.18041756528	1.65738032279	-62.5	5104.62393741	37.323187564	37.3357768608	8.61597879311E-6
227200.934512	-5.13071960044	1.65738256914	-62.5	5104.64892758	37.3571352346	37.3753577788	2.14868813869E-13
230800.596214	-4.70581179781	1.65746010909	-62.5	5105.02390386	38.8086334935	38.8735492841	3.1400307687E-4
234400.57899	-5.18717435412	1.65758187938	-62.5	5106.01898257	40.9976711428	41.0358062715	2.2046929652E-4
238000.297093	-4.91460855898	1.65762730926	-62.5	5106.44587882	41.817482411	41.8247050053	6.67255158212E-5
254200.190279	-4.81579977354	1.65764881036	-62.5	5106.62254561	42.1561058924	42.1730173711	1.14772996204E-6
257800.013639	-4.87772868155	1.65765727841	-62.5	5106.65920834	42.2540415993	42.2504451731	9.68347978809E-6
261399.83993	-4.92398128926	1.65765843488	-62.5	5106.67521226	42.2718944151	42.277204518	1.33185749841E-5
264999.843736	-5.5652741474	1.65776777636	-62.5	5107.04658857	43.7086027544	43.7819859891	2.9359259848E-4
268599.51924	-5.10928943437	1.65794303966	-62.5	5108.05206014	45.9268601612	45.9588993739	1.82308957136E-4
272199.492939	-5.65057461202	1.6580093537	-62.5	5108.47611276	46.7580185115	46.7667435256	6.81786987389E-5
288398.850741	-5.48547499261	1.65803342088	-62.5	5108.64397316	47.0661943005	47.0722571971	7.1053554795E-6
291998.599965	-5.36962584487	1.65803342088	-62.5	5108.6630742	47.1120269911	47.1184169461	1.59472821371E-6
295598.398894	-5.35996398531	1.65803342088	-62.5	5108.66699219	47.1172193687	47.1187901538	7.22200077519E-14
302797.990449	-5.33054058553	1.65803342088	-62.5	5108.66699219	47.1177848453	47.1161021044	-8.49003570381E-15
306397.79577	-5.32135975203	1.65803342088	-62.5	5108.66699219	47.1190937907	47.1300011055	-1.26648691534E-13
299198.208677	-5.34490448838	1.65803342088	-62.5	5108.66699219	47.1192833566	47.1216848026	3.9483522236E-13
14860.1952762	-4.22795359844	1.65360543681	-60	5092.18753457	7.61405685098	7.64745373249	8.96778691303E-6
18460.0921574	-4.21300828774	1.65361312966	-60	5092.25634573	7.75401693847	7.78331088594	3.54308643795E-8
22059.9922152	-4.21565778413	1.65361675444	-60	5092.28822583	7.80939084011	7.85242181679	1.43472811963E-5
25659.9237958	-4.30272408199	1.65368209045	-60	5092.63258382	9.21815619363	9.29256017438	2.81594173615E-4
29259.9344602	-4.66952893139	1.65379741297	-60	5093.65932211	11.447156193	11.4808068528	2.1173526766E-4
32859.8597187	-4.81629693224	1.6538403216	-60	5094.13025004	12.3095323987	12.3499684315	7.87223561081E-5
48999.0426323	-4.88160414841	1.6538552691	-60	5094.30740166	12.6099388824	12.6375557021	1.71901104742E-5
52598.8787611	-4.73923219961	1.65385828399	-60	5094.34033221	12.6729249613	12.6959402778	1.92159257178E-9
56198.7458067	-4.69209646373	1.65386009341	-60	5094.35742188	12.7153394902	12.7412607588	8.881784197E-14
59798.6465571	-4.7039875369	1.65386051181	-60	5094.36376967	12.7251458857	12.7494467141	1.15805411039E-14
63398.6326184	-5.02873208441	1.65395857744	-60	5095.08084498	15.0241842749	15.1038178768	3.4874490649E-4
66998.418739	-4.77149157589	1.65403045774	-60	5095.92789824	16.7091974588	16.7633337733	1.2315912359E-4
83197.3154124	-4.77109869671	1.65406680214	-60	5096.38769549	17.5603827225	17.589120892	6.11365013386E-9
86797.1923663	-4.76434093587	1.65407117331	-60	5096.4203518	17.6339566068	17.6483356735	7.3437047121E-6
90397.068992	-4.76383876023	1.65407225407	-60	5096.43430915	17.6521567124	17.6702852838	1.7337786973E-5
93996.9296327	-4.74431765254	1.65407276139	-60	5096.43847656	17.6606908826	17.6867130563	3.27238236508E-14
97596.9150879	-5.08764779425	1.65419081419	-60	5097.01911169	19.6479207922	19.7178396928	3.51856734632E-4
101196.624488	-4.6037808576	1.65430492141	-60	5097.94943803	21.5684873778	21.6128388588	1.42758328392E-4
117396.283627	-4.88634994313	1.65436332182	-60	5098.48255981	22.5515485639	22.5731559074	1.40837117076E-5
120996.139092	-4.88448179014	1.65436704766	-60	5098.51123117	22.61565516	22.6224422111	1.65323009835E-8
124596.001718	-4.89234243167	1.65436820784	-60	5098.52148485	22.6356122702	22.6564062377	-5.02584465176E-14
128195.854214	-4.87682224132	1.65444629321	-60	5098.85106881	23.9792386839	24.070997164	3.18112606918E-4
131795.730176	-4.950468738	1.6545799711	-60	5099.88984114	26.2792556555	26.3320959044	2.11238166012E-4
135395.534512	-4.83196559896	1.65463346904	-60	5100.36389096	27.1996976129	27.1968099064	6.34169065503E-5
151594.538108	-4.83413267879	1.65465290436	-60	5100.55972424	27.5341971975	27.5514928688	1.50351232411E-5
155194.385386	-4.84012943549	1.65465451841	-60	5100.57910234	27.569379134	27.5836022365	-2.53621085297E-13
158794.228797	-4.82962078021	1.65465543282	-60	5100.58984399	27.5893067019	27.6022973942	6.73150931463E-9
162394.061275	-4.73576348501	1.65471921411	-60	5100.93161207	28.979588665	29.0426589943	3.28143928752E-4
165993.99876	-5.10305210652	1.65482302735	-60	5101.96169053	31.2424080971	31.2872201844	2.31208067652E-4
169593.777675	-4.9313392661	1.65486456985	-60	5102.43059085	32.1478540334	32.1542881281	7.8832809041E-5
185853.024526	-4.73195681789	1.65487985182	-60	5102.61913607	32.4823162759	32.4797590148	7.05345623383E-7
189452.863211	-4.71388519954	1.65488224085	-60	5102.64746119	32.5387024332	32.5750251155	9.22528995483E-9
193052.67802	-4.67125232302	1.65488358674	-60	5102.66015634	32.5704568154	32.5803100852	2.55154389251E-9
196652.549461	-4.79043171236	1.65494863065	-60	5103.0628451	34.10547522	34.1630258247	3.34845034932E-4
200252.428097	-4.91302445821	1.65503597507	-60	5104.02886036	36.1667103283	36.2074379013	1.82504793116E-4
203852.308557	-5.08286665109	1.65507029219	-60	5104.44052797	36.9765407773	36.9884801841	6.92927626072E-5
220051.280785	-5.15316877705	1.65508260691	-60	5104.57196899	37.2100577713	37.1841367055	2.91035800027E-5
223651.090378	-5.14113100155	1.65508937897	-60	5104.62450372	37.3289735812	37.3458301548	1.72736390671E-6
227250.930701	-5.09525639442	1.65509092484	-60	5104.64941421	37.3561393437	37.3777038158	1.8750335999E-8
230850.588626	-4.67142797138	1.65517604074	-60	5105.03961558	38.8505311083	38.9195853107	3.14306066506E-4
234450.564924	-5.13831665493	1.65529941004	-60	5106.02832952	41.0165924416	41.0564590566	2.06645441022E-4
238050.283917	-4.89204744683	1.65534579977	-60	5106.4480633	41.8309991995	41.833961317	5.86113414945E-5
254250.185364	-4.78434416586	1.65536557252	-60	5106.62304797	42.157604205	42.1760119599	-2.50090007328E-13
257849.999225	-4.81775585271	1.65537170572	-60	5106.65961135	42.2455824016	42.2508766791	6.93779573506E-6
261449.838497	-4.90615689172	1.65537316655	-60	5106.67537028	42.2665363637	42.2813568813	9.2133389991E-6
265049.862452	-5.64612175461	1.65547628845	-60	5107.06260412	43.7463299063	43.8212999387	2.72523070109E-4
268649.526961	-5.10717081144	1.65562985868	-60	5108.06141114	45.9494506944	45.9668211495	1.72488466323E-4
272249.506691	-5.64469205837	1.65568682262	-60	5108.47933227	46.7667240979	46.7809997054	6.52788472545E-5
288448.857851	-5.49521317995	1.65570709715	-60	5108.64404449	47.0685630357	47.0641702513	5.96676628972E-14
295648.40749	-5.35746635076	1.65570709715	-60	5108.66699219	47.1088748813	47.1168803523	7.18751817904E-14
292048.605582	-5.37809591827	1.65570709715	-60	5108.66308723	47.1116989709	47.120576583	6.00753081377E-14
302847.998008	-5.35069173307	1.65570709715	-60	5108.66699219	47.1155379202	47.1148305048	1.20736753928E-14
299248.205432	-5.35289566894	1.65570709715	-60	5108.66699336	47.118864572	47.1285512456	5.50850305303E-8
306447.807513	-5.34932527212	1.65570709715	-60	5108.66699219	47.122684405	47.1266502014	-1.2648330798E-13
14910.1936275	-4.19672572447	1.65174837223	-57.5	5092.18879774	7.61184542481	7.64234274117	1.93257771644E-5
18510.0890597	-4.17930468108	1.6517547196	-57.5	5092.25662485	7.75160823948	7.78397030535	4.1533286449E-6
22109.9881803	-4.18698950319	1.65175723014	-57.5	5092.28864351	7.81225050735	7.84777117208	7.183150544E-6
25709.9148634	-4.26187708214	1.65182113302	-57.5	5092.64813909	9.26254761394	9.33954059524	2.85922688597E-4
29309.9244446	-4.64131992009	1.65192223057	-57.5	5093.66924384	11.4643810286	11.5053220084	2.04555937103E-4
32909.8572268	-4.79569774961	1.65196134541	-57.5	5094.1336126	12.3221888522	12.3523660023	8.0193289874E-5
49049.0209647	-4.81240977922	1.65197497132	-57.5	5094.30799801	12.6165181373	12.6320465875	8.59071975947E-6
52648.8619777	-4.67466302035	1.65197771303	-57.5	5094.34055808	12.6801350347	12.7046665828	2.40681072654E-6
56248.7305442	-4.62842955889	1.65197918626	-57.5	5094.35742188	12.7216691197	12.7445499125	8.881784197E-14
59848.6251762	-4.63324699995	1.65197952692	-57.5	5094.36401372	12.7253986208	12.7456087094	7.28972004266E-14
63448.6133371	-4.95870153195	1.65205937175	-57.5	5095.09674144	15.0588715661	15.1370476254	3.37126344628E-4
67048.4080663	-4.7258793697	1.65211789654	-57.5	5095.93508946	16.7308058429	16.7796868204	1.39541196743E-4
83247.3104592	-4.7280085889	1.65214745983	-57.5	5096.38787961	17.5614735383	17.5889925282	6.47185787148E-6
86847.1832973	-4.72936648802	1.65215104779	-57.5	5096.42038099	17.6318066512	17.6479248633	3.67056760446E-6
90447.0574852	-4.72535699129	1.65215194321	-57.5	5096.43443977	17.6583971093	17.6692870652	8.66613499981E-6
94046.9236016	-4.70113247937	1.65215236352	-57.5	5096.43847656	17.6619032251	17.691457832	3.27238236508E-14
97646.9199432	-5.0763220145	1.65225017016	-57.5	5097.03557892	19.6881021468	19.7598970066	3.43274709564E-4
101246.622371	-4.58928053631	1.65234470789	-57.5	5097.95786972	21.5850940437	21.6215395678	1.51396288042E-4
117446.277818	-4.85787945627	1.65239309553	-57.5	5098.48302124	22.5501630273	22.5737298696	1.19795695157E-5
121046.133734	-4.85633752739	1.65239631316	-57.5	5098.51159901	22.6141981445	22.6220104676	8.73561037933E-6
124645.993767	-4.8657246907	1.6523973151	-57.5	5098.52172897	22.6316391773	22.6571353899	5.28977842147E-14
128245.846136	-4.83214790558	1.65246474948	-57.5	5098.86675517	24.0245101931	24.111066944	3.25662658215E-4
131845.717722	-4.89882965427	1.65258019345	-57.5	5099.90025571	26.2991900986	26.3419720004	2.16987663324E-4
135445.5221	-4.78554251248	1.65262639417	-57.5	5100.36775774	27.2039994156	27.2124846551	6.90129214311E-5
151644.522825	-4.77958230985	1.6526431175	-57.5	5100.55993689	27.5335393533	27.5506471343	1.27926563821E-5
155244.368725	-4.77742486905	1.65264433062	-57.5	5100.57959051	27.5690685121	27.5922773981	-1.78268398783E-13
158844.216642	-4.7848772202	1.65264501788	-57.5	5100.58999704	27.5866405236	27.6155323407	4.3016750742E-6
162444.041486	-4.67900917202	1.65269295554	-57.5	5100.94740305	29.0169561447	29.0870563546	3.30395572979E-4
166044.001786	-5.09220869429	1.65277098096	-57.5	5101.97155211	31.2613328814	31.2998392138	2.12383166485E-4
169643.770353	-4.89019024179	1.65280220407	-57.5	5102.43439142	32.1532021854	32.1679262438	8.11308587898E-5
185903.02012	-4.70407627459	1.65281349333	-57.5	5102.61962683	32.4799273238	32.4999277624	3.52527818131E-7
189502.849457	-4.65803547233	1.65281486254	-57.5	5102.64779247	32.5457267527	32.5652082258	1.19415210404E-5
193102.674275	-4.63424400304	1.65281563391	-57.5	5102.6603535	32.5663122737	32.5800559726	5.42333099635E-6
196702.549287	-4.73469657693	1.65285291233	-57.5	5103.07896943	34.1388796982	34.204233735	3.44615661998E-4
200302.423424	-4.88857102692	1.65290297177	-57.5	5104.03772183	36.1852763564	36.2201678737	1.92316530682E-4
203902.313488	-5.07602440992	1.65292263984	-57.5	5104.44401881	36.9834149029	36.997873959	4.71374793923E-5
220101.266827	-5.10261662986	1.65293410933	-57.5	5104.57260669	37.2056055146	37.1973844332	1.4535657383E-5
223701.074415	-5.06910464007	1.65294106842	-57.5	5104.62573024	37.3293553269	37.3384917546	8.62400912624E-7
227300.910052	-5.05739548532	1.65294265699	-57.5	5104.64945611	37.3633641545	37.3764672301	5.21397643581E-6
230900.585712	-4.63081391956	1.65303012378	-57.5	5105.05538568	38.8893261557	38.9649585193	3.23641827015E-4
234500.548788	-5.08842152185	1.65315690052	-57.5	5106.03767443	41.0363430285	41.0722228686	1.81845128416E-4
238100.284137	-4.85279979386	1.65320457153	-57.5	5106.45184337	41.8364409255	41.8467332924	4.90776418218E-5
254300.173165	-4.75369866837	1.6532233235	-57.5	5106.62378032	42.1743258633	42.1766394667	-5.54873087964E-13
257899.993774	-4.81276774309	1.65322805179	-57.5	5106.66012837	42.2498987716	42.2538891069	3.46601979613E-6
261499.826305	-4.86464203252	1.653229178	-57.5	5106.67557595	42.267686928	42.2799428918	4.60257604848E-6
265099.836997	-5.40085994945	1.6533086783	-57.5	5107.0784945	43.7858734631	43.8657094299	2.85626830763E-4
268699.525093	-5.0938938966	1.65342707098	-57.5	5108.07060932	45.9619315586	45.9921081759	1.62597283812E-4
272299.491211	-5.63958851873	1.65347098648	-57.5	5108.48268341	46.7717627419	46.786686098	5.77511712598E-5
288498.858935	-5.49354289463	1.65348686023	-57.5	5108.64428868	47.0772258026	47.0756154084	2.30240109797E-14
292098.601775	-5.34266279839	1.65348686023	-57.5	5108.66333137	47.1083280277	47.1227290095	-3.18348814605E-14
295698.414128	-5.34433542401	1.65348686023	-57.5	5108.66699219	47.1110767651	47.1179554733	4.80545531313E-15
306497.807058	-5.33387695876	1.65348686023	-57.5	5108.66699219	47.1189815355	47.123578219	-9.37165096734E-14
299298.201997	-5.32981844113	1.65348686023	-57.5	5108.66721448	47.1210339791	47.1210223128	1.04428671033E-5
302898.004965	-5.33114562075	1.65348686023	-57.5	5108.66699219	47.1220827733	47.1212129599	1.20736753928E-14
14960.1919822	-4.16548776034	1.65020083523	-55	5092.19006096	7.60959404617	7.63719893801	2.97403378959E-5
18560.0859616	-4.145561008	1.65020556409	-55	5092.25690282	7.74917835363	7.78462466289	8.31810517423E-6
22159.9841489	-4.15830529642	1.65020743446	-55	5092.28906129	7.81512760958	7.84309592833	2.08234050115E-8
25759.9059222	-4.22101967374	1.65025504274	-55	5092.6636946	9.30693900458	9.38654324989	2.90276563965E-4
29359.9144294	-4.61310964224	1.65033152566	-55	5093.6791656	11.4816053307	11.5298363416	1.97377444746E-4
32959.8547343	-4.7750875539	1.65036035778	-55	5094.13697573	12.3348382146	12.3547740167	8.16472035289E-5
49098.9993027	-4.74321582774	1.6503700986	-55	5094.30859424	12.623090484	12.6265575872	8.25517864463E-10
52698.845194	-4.61009248624	1.65037217867	-55	5094.34078395	12.6873435619	12.7133918611	4.8110866914E-6
59898.6037954	-4.56250646301	1.65037330595	-55	5094.36425776	12.7256513558	12.7417707046	1.34213859749E-13
56298.7152817	-4.56476265404	1.65037301345	-55	5094.35742188	12.7279987493	12.7478390663	8.881784197E-14
63498.594045	-4.88863961667	1.65044393195	-55	5095.11263716	15.0935549159	15.1702678966	3.25512250495E-4
67098.3973923	-4.68026092479	1.65049340213	-55	5095.94228074	16.7524062334	16.7960340506	1.5591290255E-4
83297.3054956	-4.68490425631	1.65051756184	-55	5096.38806398	17.5625646794	17.5888629803	1.29304670247E-5
86897.1742247	-4.69437610499	1.65051989273	-55	5096.42041055	17.6296602522	17.6475173742	5.27116450182E-9
94096.9175663	-4.65793932125	1.65052106035	-55	5096.43847656	17.6631167149	17.6961963884	3.27862825925E-14
90497.0459761	-4.6868588294	1.65052111335	-55	5096.43457031	17.6646291163	17.6682897572	-2.50346188531E-14
97696.924702	-5.06481035224	1.65059312882	-55	5097.05204611	19.7282905696	19.8019297866	3.34694077606E-4
101296.620253	-4.57478031499	1.65065851457	-55	5097.96630141	21.6017006854	21.630240564	1.60034122767E-4
117496.272005	-4.82939830945	1.65069156707	-55	5098.48348271	22.5487769655	22.5743227436	9.87817789852E-6
121096.128372	-4.82818655619	1.65069422666	-55	5098.51196643	22.6127430847	22.6215870572	1.74256197518E-5
124695.985821	-4.83909789185	1.65069485721	-55	5098.52197266	22.6276759165	22.6578578802	1.55875312657E-13
128295.838048	-4.78747591534	1.65075576261	-55	5098.88244263	24.0697863655	24.1511338287	3.33162014222E-4
131895.705262	-4.84718124915	1.65085076648	-55	5099.9106695	26.3191277635	26.3518823286	2.22718697706E-4
135495.509685	-4.73909513911	1.65088832281	-55	5100.37162332	27.208295635	27.2281522594	7.45953780526E-5
151694.507546	-4.72502299992	1.65090191957	-55	5100.5601498	27.5328781598	27.5498064686	1.0546735275E-5
155294.352062	-4.71472897394	1.65090271039	-55	5100.58007813	27.5687628493	27.6009339706	-1.0300094111E-13
158894.204479	-4.74011148684	1.65090304586	-55	5100.59015002	27.5839890217	27.6287420964	8.58750134966E-6
162494.021694	-4.62224965305	1.65093545628	-55	5100.96319429	29.0543276898	29.1314539198	3.32628799164E-4
166094.004782	-5.08128553614	1.65098452194	-55	5101.98141306	31.2802602951	31.3125027765	1.93619137222E-4
169693.763008	-4.84902973224	1.65100388348	-55	5102.43819139	32.158549209	32.181546814	8.34207722008E-5
185953.015701	-4.67616834622	1.65101065238	-55	5102.62011738	32.4775433313	32.5200740675	6.18114736869E-10
189552.835703	-4.60218550119	1.65101145369	-55	5102.64812367	32.5527473717	32.555395941	2.38637243565E-5
193152.670524	-4.59722620375	1.65101155407	-55	5102.66055059	32.5621698856	32.5798025963	1.08395469753E-5
196752.549091	-4.67901473393	1.65102870872	-55	5103.09509396	34.172298383	34.24544471	3.54330124442E-4
200352.418746	-4.86408326285	1.65105035422	-55	5104.04658359	36.2038491913	36.232905737	2.02073635603E-4
203952.318285	-5.06895984762	1.65105873366	-55	5104.44750826	36.9902864005	37.0072364916	2.51554987869E-5
220151.25286	-5.05201125179	1.65106952714	-55	5104.57324507	37.2011739582	37.2106185414	4.36555036526E-8
223751.058428	-4.99709780333	1.65107781258	-55	5104.62695457	37.3297269741	37.3311708135	-6.17698966206E-14
227350.889406	-5.01937224479	1.65108044387	-55	5104.64949971	37.3705660122	37.3752490153	1.0402977076E-5
230950.582788	-4.59020047297	1.65118081711	-55	5105.07115597	38.9281239783	39.0103250895	3.32970568198E-4
234550.53268	-5.03854615745	1.65131794943	-55	5106.04701785	41.056069548	41.0879905226	1.57157658447E-4
238150.284345	-4.8135650498	1.65136859217	-55	5106.45562151	41.8418877715	41.8595031289	3.95620347968E-5
254350.160976	-4.72303547485	1.6513866842	-55	5106.62451236	42.1910160157	42.1772749784	4.28802613161E-11
257949.988318	-4.80770258129	1.65138793724	-55	5106.66064534	42.2542047088	42.2568964231	-8.06329152843E-14
261549.814121	-4.82313750826	1.65138822734	-55	5106.67578125	42.2688338572	42.2785345087	-7.33929121748E-14
265149.811371	-5.15679759319	1.65141909313	-55	5107.09438737	43.8254737817	43.9101131601	2.98675778893E-4
268749.523212	-5.08061483617	1.6514617158	-55	5108.07980598	45.9744580839	46.0173741038	1.52755372947E-4
272349.475827	-5.63429142367	1.6514776291	-55	5108.48603021	46.7767952309	46.7923497515	5.03015804926E-5
288548.859868	-5.49164987529	1.65148330755	-55	5108.64453447	47.0858236515	47.0869289785	2.42400626062E-11
292148.597989	-5.30737795834	1.65148330755	-55	5108.66357504	47.1050469655	47.1248720255	4.20817571729E-8
295748.420635	-5.3311689119	1.65148330755	-55	5108.66699219	47.113271829	47.1190299839	-6.15929577535E-14
306547.80655	-5.31833131042	1.65148330755	-55	5108.66699219	47.1153171777	47.120510854	-6.10602723952E-14
299348.198544	-5.30665351023	1.65148330755	-55	5108.66743584	47.1232036454	47.1135740791	2.07212638473E-5
302948.011841	-5.3115129258	1.65148330755	-55	5108.66699219	47.1285799534	47.1275440457	1.17257847491E-14
15010.1868936	-4.13747227684	1.64873879142	-52.5	5092.19090457	7.6118410651	7.64340282221	2.94857515907E-5
18610.0796556	-4.11861181884	1.6487424918	-52.5	5092.25771859	7.75194760974	7.78395427194	1.70809584659E-5
22209.979894	-4.12049835151	1.64874424054	-52.5	5092.28967192	7.81720608804	7.84322106491	8.6947877332E-6
25809.8959197	-4.18455200058	1.64878379129	-52.5	5092.67952772	9.3446037196	9.42916079987	2.88895729619E-4
29409.908085	-4.57245017726	1.64884143926	-52.5	5093.68931216	11.493584267	11.5462681241	1.98437880564E-4
33009.8516355	-4.7445621026	1.64886405847	-52.5	5094.14084878	12.3411033547	12.3665845022	6.7777628404E-5
49148.9831717	-4.67443570514	1.64887170028	-52.5	5094.30907649	12.6228186128	12.6409967285	8.19468069335E-7
52748.8265033	-4.5348959509	1.64887335088	-52.5	5094.34104619	12.6824262333	12.7140652649	2.40628928855E-6
56348.6888583	-4.48496435204	1.64887436015	-52.5	5094.3575153	12.7185377497	12.7437036347	8.63595081961E-6
59948.5848436	-4.48464263624	1.64887430184	-52.5	5094.36425781	12.7307433999	12.7429680587	1.29523869882E-13
63548.5694449	-4.80300781108	1.64893308205	-52.5	5095.12816938	15.1262815903	15.198783224	3.16116134625E-4
67148.3845396	-4.6238548908	1.64897426359	-52.5	5095.94955971	16.7601846807	16.8023229879	1.54358062875E-4
83347.2868203	-4.62278253698	1.64899436293	-52.5	5096.38858552	17.5640905271	17.5871503141	9.85005612303E-6
86947.1599605	-4.63662191696	1.64899570646	-52.5	5096.42097577	17.6325945272	17.6518541003	7.54055695318E-6
90547.0308796	-4.62261028475	1.64899640682	-52.5	5096.43457031	17.6576821055	17.6687227361	6.36498520507E-14
94146.9040657	-4.60073410303	1.64899637641	-52.5	5096.43847656	17.6663436568	17.6900212245	1.42452185303E-13
97746.9004751	-4.99741674731	1.64903772743	-52.5	5097.06850382	19.7706039038	19.8365869572	3.26532256984E-4
101346.623412	-4.56573149362	1.64907524407	-52.5	5097.97425954	21.6169867994	21.654604064	1.61859833195E-4
117546.263958	-4.7951747611	1.64909420874	-52.5	5098.48396457	22.5471080379	22.5851032179	9.25849044282E-6
121146.120702	-4.79627740926	1.64909621753	-52.5	5098.51209497	22.6123836439	22.6258319855	9.83088043529E-6
124745.980263	-4.80725147866	1.6490967375	-52.5	5098.52197266	22.6293784125	22.6547414193	1.55875312657E-13
128345.823587	-4.74429481013	1.64914696225	-52.5	5098.8988233	24.1180266376	24.189360387	3.08437797819E-4
131945.69037	-4.79061738856	1.64922530581	-52.5	5099.92066702	26.3407643746	26.379844318	2.18713671508E-4
135545.493886	-4.67213639133	1.64925627609	-52.5	5100.37448466	27.2078766347	27.2377860857	6.87272745337E-5
151744.495238	-4.66262302961	1.64926744627	-52.5	5100.56059262	27.5292798391	27.5534107513	5.27166198498E-6
155344.334363	-4.65969091152	1.64926780883	-52.5	5100.58007813	27.5728366172	27.5931741788	-1.0300094111E-13
158944.185075	-4.6748571606	1.64926796263	-52.5	5100.59023511	27.5948988644	27.6186751349	4.44878168495E-6
162543.997247	-4.55833326978	1.64928282171	-52.5	5100.97935449	29.0972882492	29.1761331478	3.09541927692E-4
166143.999422	-5.04759385896	1.64930531666	-52.5	5101.99109677	31.2999384417	31.3378811998	1.92234843072E-4
169743.743074	-4.80170846773	1.64931419328	-52.5	5102.44166683	32.163291018	32.1857558914	8.13463011493E-5
186002.994812	-4.61495206612	1.64931725116	-52.5	5102.62034962	32.4811918955	32.5129236843	7.53229566227E-7
189602.822447	-4.54575898379	1.64931743693	-52.5	5102.64828059	32.5510215796	32.5564675739	1.19319063291E-5
193202.65364	-4.53770114648	1.64931746021	-52.5	5102.66059756	32.5631410635	32.5812976652	5.42046315514E-6
196802.532048	-4.66194610076	1.64932143731	-52.5	5103.11136944	34.2160106097	34.2888762735	3.23350321652E-4
200402.411575	-4.82382885386	1.64932645556	-52.5	5104.05557462	36.2255478896	36.2492674006	1.86741776258E-4
204002.286497	-5.00149210967	1.64932839824	-52.5	5104.45061831	36.9964438629	37.0081106946	5.02586890673E-5
220201.236543	-4.98515415814	1.64933815172	-52.5	5104.57409286	37.2030623447	37.2196945764	8.73072037452E-6
223801.034066	-4.93166318553	1.6493466092	-52.5	5104.62744264	37.3266993894	37.3297268064	-1.13261721753E-13
227400.869932	-4.92885689997	1.64934929513	-52.5	5104.65009222	37.3703456825	37.3799712843	1.35788896484E-5
231000.565249	-4.55051581404	1.64945175264	-52.5	5105.08721242	38.9711807552	39.0455041982	3.31527370404E-4
234600.5248	-4.99473186424	1.64959173251	-52.5	5106.0559033	41.068416994	41.1049360813	1.67067717228E-4
238200.278174	-4.78081866706	1.64964342686	-52.5	5106.45843128	41.8499080218	41.8711978831	3.91402712514E-5
254400.156963	-4.67887453749	1.64965856373	-52.5	5106.62500031	42.1836748453	42.1840163686	3.34491571321E-8
257999.979682	-4.75624035309	1.64965791029	-52.5	5106.66113354	42.2522285211	42.2568257454	-4.89415219235E-14
261599.806833	-4.78744320216	1.649657759	-52.5	5106.67578125	42.2679371587	42.2802779798	-1.08694623712E-13
265199.756032	-5.12063382979	1.64964166277	-52.5	5107.11071107	43.8749125259	43.9535183414	3.02224158301E-4
268799.517968	-5.06676861509	1.64961943544	-52.5	5108.08860191	45.9990545762	46.037062923	1.55937818194E-4
272399.473844	-5.60162561059	1.6496111368	-52.5	5108.48876398	46.7809573987	46.7947981112	5.38932332344E-5
288598.837944	-5.45617685643	1.64960825115	-52.5	5108.6450225	47.0846342875	47.0784041341	3.70500955058E-9
295798.403515	-5.31157587256	1.64960825115	-52.5	5108.66699219	47.1142352412	47.119994258	-6.7557514149E-15
292198.598373	-5.30018678918	1.64960825115	-52.5	5108.66373186	47.1187951224	47.1252321073	8.05715887724E-6
306597.795834	-5.28390620579	1.64960825115	-52.5	5108.66699219	47.1191226821	47.1183390903	-4.98488626346E-14
299398.191966	-5.26691976801	1.64960825115	-52.5	5108.66770296	47.1254222953	47.1213714706	1.03346536876E-5
302998.003593	-5.27573195153	1.64960825115	-52.5	5108.66699219	47.1261857755	47.1242943677	-5.35061993451E-14
